Device Name;Last Report Date;Create Time;IMEI;Device Type;Group;Iccid;MCU Firmware Version;Modem Version;Firmware Version;Configuration Version;Hardware Version;Battery Percentage;Battery Voltage;Platform Firmware Version;Last Platform Firmware Version;BT Firmware Version;BT Last Firmware Version;OBD Firmware Version;OBD Last Firmware Version;OBD Configuration Version;OBD Last Configuration Version;Backup Battery Charge State;Ignition State;CAN SN;CAN Module SW Version;Bootloader Version;BLE Bootloader Version;BLE Firmware Version;ECU Firmware Version;Wirepas Firmware Version;Wirepas Mesh API Version;Coprocessor Firmware Version;Wi-Fi Firmware Version;Modem Hardware Version
868574042873666;2025-11-06 03:02:54;2024-11-22 15:07:58;868574042873666;GV55W;Default group;89571016026083619164;;;R00A13V02;0102;01.12;100;4.16;;;;;;;;;;;;;;;;;;;;;
868574042841283;2025-11-06 02:03:01;2024-11-22 15:07:58;868574042841283;GV55W;Default group;89571016026083619172;;;R00A13V02;0102;01.12;96;4.09;;;;;;;;;;;;;;;;;;;;;
868574042930656;2025-11-06 02:32:15;2024-10-31 20:37:16;868574042930656;GV55W;Default group;89571016027092432433;;;R00A12V03;0102;01.12;99;4.11;;;;;;;;;;;;;;;;;;;;;
868574042918529;2025-11-06 02:12:04;2024-09-26 19:45:10;868574042918529;GV55W;Default group;89571017023017478188;;;R00A12V03;0102;01.12;100;4.20;;;;;;;;;;;;;;;;;;;;;
868574042747357;2025-11-06 02:11:40;;868574042747357;GV55W;Default group;89571016023083317394;;;R00A12V03;0102;01.12;100;4.19;;;;;;;;;;;;;;;;;;;;;
;2025-11-06 12:55:49;2023-10-31 21:21:00;868574042665898;GV55W;Default group;89571016023116314707;;;R00A12V03;0102;01.12;89;4.02;;;;;;;;;;;;;;;;;;;;;
;2025-11-06 12:14:29;2023-10-31 21:21:00;868574042713987;GV55W;Default group;89571016025024922596;;;R00A12V03;0103;01.12;20;3.70;;;;;;;;;;;;;;;;;;;;;
;2025-11-06 12:04:58;2023-10-31 21:21:00;868574042716956;GV55W;Default group;89571016023081886093;;;R00A12V03;0102;01.12;15;3.65;;;;;;;;;;;;;;;;;;;;;
;2025-11-06 02:04:06;2023-10-31 21:20:59;868574042733506;GV55W;Default group;89571016025024923768;;;R00A12V03;0102;01.12;100;4.19;;;;;;;;;;;;;;;;;;;;;
;2025-11-06 03:08:28;2023-10-31 21:20:59;868574042725965;GV55W;Default group;89571016025024923503;;;R00A12V03;0102;01.12;100;4.16;;;;;;;;;;;;;;;;;;;;;
;2025-11-06 13:51:50;2023-10-31 21:20:59;868574042712609;GV55W;Default group;89571016025024924063;;;R00A12V03;0102;01.12;74;3.91;;;;;;;;;;;;;;;;;;;;;
868574042394986;2025-11-06 10:58:17;2023-06-22 16:49:51;868574042394986;GV55W;Default group;89571016023087696249;;;R00A12V03;0102;01.12;75;3.91;;;;;;;;;;;;;;;;;;;;;
868574042405311;2025-11-06 02:15:14;2023-06-22 16:49:51;868574042405311;GV55W;Default group;89571016023121626236;;;R00A12V03;0102;01.12;100;4.18;;;;;;;;;;;;;;;;;;;;;
