"Fecha de la Unidad","Advertencia","Valor"
"2025/07/14 15:02:07","AuxCamDisconnected",1
"2025/07/14 14:49:46","AuxCamDisconnected",1
"2025/07/14 12:48:24","UnfavorableAngleOfRoadView",1
"2025/07/14 12:07:24","AuxCamDisconnected",1
"2025/07/14 11:14:35","UnfavorableAngleOfRoadView",1
"2025/07/14 09:46:45","AuxCamDisconnected",1
"2025/07/14 08:10:35","AuxCamDisconnected",1
"2025/07/14 07:16:20","AuxCamDisconnected",1
"2025/07/14 06:35:07","AuxCamDisconnected",1
"2025/07/14 05:44:02","AuxCamDisconnected",1
"2025/07/14 05:37:48","AuxCamDisconnected",1
"2025/07/12 17:55:11","AuxCamDisconnected",1
"2025/07/12 16:58:34","AuxCamDisconnected",1
"2025/07/12 16:40:24","AuxCamDisconnected",1
"2025/07/12 15:30:35","AuxCamDisconnected",1
"2025/07/12 14:13:53","AuxCamDisconnected",1
"2025/07/12 13:23:57","AuxCamDisconnected",1
"2025/07/12 13:12:30","UnfavorableAngleOfRoadView",1
"2025/07/12 12:16:56","AuxCamDisconnected",1
"2025/07/12 11:25:07","AuxCamDisconnected",1
"2025/07/12 10:54:06","AuxCamDisconnected",1
"2025/07/12 08:32:50","MainboardReboot",1
"2025/07/12 05:38:54","UnfavorableAngleOfRoadView",1
"2025/07/11 13:46:55","AuxCamDisconnected",1
"2025/07/11 12:33:13","UnfavorableAngleOfRoadView",1
"2025/07/11 09:19:23","AuxCamDisconnected",1
"2025/07/11 06:41:12","UnfavorableAngleOfRoadView",1
"2025/07/11 05:51:34","AuxCamDisconnected",1
"2025/07/10 17:50:32","AuxCamDisconnected",1
"2025/07/10 16:12:19","AuxCamDisconnected",1
"2025/07/10 09:42:42","UnfavorableAngleOfRoadView",1
"2025/07/10 08:56:13","AuxCamDisconnected",1
"2025/07/10 08:39:08","UnfavorableAngleOfRoadView",1
"2025/07/10 08:04:00","AuxCamDisconnected",1
"2025/07/10 07:43:10","AuxCamDisconnected",1
"2025/07/10 07:31:10","UnfavorableAngleOfRoadView",1
"2025/07/10 06:04:50","AuxCamDisconnected",1
"2025/07/09 19:59:37","AuxCamDisconnected",1
"2025/07/09 15:29:14","UnfavorableAngleOfRoadView",1
"2025/07/09 14:10:29","AuxCamDisconnected",1
"2025/07/09 12:55:11","AuxCamDisconnected",1
"2025/07/09 11:16:22","UnfavorableAngleOfRoadView",1
"2025/07/09 10:48:12","AuxCamDisconnected",1
"2025/07/09 09:55:27","AuxCamDisconnected",1
"2025/07/09 09:01:57","AuxCamDisconnected",1
"2025/07/09 08:07:34","AuxCamDisconnected",1
"2025/07/09 06:45:20","AuxCamDisconnected",1
"2025/07/09 05:47:58","AuxCamDisconnected",1
"2025/07/08 18:01:05","AuxCamDisconnected",1
"2025/07/08 08:17:05","AuxCamDisconnected",1
"2025/07/08 05:44:50","AuxCamDisconnected",1
"2025/07/08 04:58:38","AuxCamDisconnected",1
"2025/07/07 19:50:11","AuxCamDisconnected",1
"2025/07/07 19:31:13","AuxCamDisconnected",1
"2025/07/06 16:42:39","UnfavorableAngleOfRoadView",1
"2025/07/06 14:19:16","UnfavorableAngleOfRoadView",1
"2025/07/06 09:18:50","UnfavorableAngleOfRoadView",1
"2025/07/06 06:02:03","MainboardReboot",1
"2025/07/05 11:17:14","UnfavorableAngleOfRoadView",1
"2025/07/05 08:46:18","UnfavorableAngleOfRoadView",1
"2025/07/04 16:51:33","UnfavorableAngleOfRoadView",1
"2025/07/04 10:25:57","UnfavorableAngleOfRoadView",1
"2025/07/03 15:31:39","UnfavorableAngleOfRoadView",1
"2025/07/03 14:51:23","MainboardReboot",1
"2025/07/03 13:46:01","UnfavorableAngleOfRoadView",1
"2025/07/03 11:12:57","MainboardReboot",1
"2025/07/03 10:05:59","UnfavorableAngleOfRoadView",1
"2025/07/02 15:19:24","UnfavorableAngleOfRoadView",1
"2025/07/02 12:07:10","UnfavorableAngleOfRoadView",1
"2025/07/02 07:57:24","UnfavorableAngleOfRoadView",1
"2025/07/02 05:53:49","MainboardReboot",1
"2025/07/01 12:33:30","UnfavorableAngleOfRoadView",1
"2025/07/01 08:46:03","UnfavorableAngleOfRoadView",1
"2025/06/30 12:40:42","UnfavorableAngleOfRoadView",1
"2025/06/30 07:06:36","UnfavorableAngleOfRoadView",1
"2025/06/30 06:22:49","MainboardReboot",1
"2025/06/29 15:16:55","UnfavorableAngleOfRoadView",1
"2025/06/29 13:30:08","UnfavorableAngleOfRoadView",1
"2025/06/28 15:07:15","UnfavorableAngleOfRoadView",1
"2025/06/28 08:39:20","UnfavorableAngleOfRoadView",1
"2025/06/27 12:42:57","UnfavorableAngleOfRoadView",1
"2025/06/27 10:40:56","UnfavorableAngleOfRoadView",1
"2025/06/26 19:04:09","UnfavorableAngleOfRoadView",1
"2025/06/26 12:51:00","UnfavorableAngleOfRoadView",1
"2025/06/26 09:21:31","UnfavorableAngleOfRoadView",1
"2025/06/26 06:46:13","UnfavorableAngleOfRoadView",1
"2025/06/25 18:17:17","MainboardReboot",1
"2025/06/25 18:03:41","UnfavorableAngleOfRoadView",1
"2025/06/25 14:07:51","UnfavorableAngleOfRoadView",1
"2025/06/25 12:55:52","UnfavorableAngleOfRoadView",1
"2025/06/25 09:18:40","UnfavorableAngleOfRoadView",1
"2025/06/22 09:34:21","UnfavorableAngleOfRoadView",1
"2025/06/21 16:19:45","UnfavorableAngleOfRoadView",1
"2025/06/21 11:15:00","UnfavorableAngleOfRoadView",1
"2025/06/21 08:20:00","MainboardReboot",1
"2025/06/19 18:27:45","MainboardReboot",1
"2025/06/19 15:40:07","MainboardReboot",1
"2025/06/19 13:25:23","UnfavorableAngleOfRoadView",1
"2025/06/19 07:37:58","UnfavorableAngleOfRoadView",1
"2025/06/18 12:55:56","UnfavorableAngleOfRoadView",1
"2025/06/18 09:46:29","UnfavorableAngleOfRoadView",1
"2025/06/18 06:59:48","UnfavorableAngleOfRoadView",1
"2025/06/17 13:37:22","UnfavorableAngleOfRoadView",1
"2025/06/17 06:01:51","MainboardReboot",1
