,Message,Message Type,Protocole,IMEI,Serial,Mileage,Date,Ignition,Latitude,Longitude,Altitude,External Power,RPM,Speed,Satellite Number,Azimuth,Bettery level
0,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29731,Mileage:8073714,"Date:""2025-12-16T00:00:31Z""",IopIgnition:true,Latitude:-5.0626220703125,Longitude:-81.06500244140625,Altitude:97.9000015258789,ExternalPowerVoltage:27.5,Rpm:-999,Speed:14.0,SatelliteNumber:13,Azimuth:90,BatteryLevel:98}]
1,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29732,Mileage:8073743,"Date:""2025-12-16T00:00:38Z""",IopIgnition:true,Latitude:-5.0625209808349609,Longitude:-81.064773559570313,Altitude:95.5999984741211,ExternalPowerVoltage:27.43,Rpm:-999,Speed:11.0,SatelliteNumber:15,Azimuth:28,BatteryLevel:98}]
2,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29733,Mileage:8073765,"Date:""2025-12-16T00:00:44Z""",IopIgnition:true,Latitude:-5.0623278617858887,Longitude:-81.064788818359375,Altitude:90.800003051757813,ExternalPowerVoltage:27.47,Rpm:-999,Speed:11.0,SatelliteNumber:16,Azimuth:316,BatteryLevel:98}]
3,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29734,Mileage:8073810,"Date:""2025-12-16T00:02:09Z""",IopIgnition:true,Latitude:-5.0622200965881348,Longitude:-81.065177917480469,Altitude:83.699996948242188,ExternalPowerVoltage:27.5,Rpm:-999,Speed:0.0,SatelliteNumber:13,Azimuth:285,BatteryLevel:98}]
4,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29735,Mileage:8073810,"Date:""2025-12-16T00:03:08Z""",IopIgnition:true,Latitude:-5.0622200965881348,Longitude:-81.065177917480469,Altitude:83.699996948242188,ExternalPowerVoltage:27.55,Rpm:-999,Speed:0.0,SatelliteNumber:14,Azimuth:285,BatteryLevel:98}]
5,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29736,Mileage:8073816,"Date:""2025-12-16T00:04:09Z""",IopIgnition:true,Latitude:-5.0622200965881348,Longitude:-81.065231323242188,Altitude:91.699996948242188,ExternalPowerVoltage:27.52,Rpm:-999,Speed:0.0,SatelliteNumber:14,Azimuth:287,BatteryLevel:98}]
6,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29737,Mileage:8073816,"Date:""2025-12-16T00:05:09Z""",IopIgnition:true,Latitude:-5.0622200965881348,Longitude:-81.065231323242188,Altitude:91.699996948242188,ExternalPowerVoltage:27.49,Rpm:-999,Speed:0.0,SatelliteNumber:13,Azimuth:287,BatteryLevel:98}]
7,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29738,Mileage:8073882,"Date:""2025-12-16T00:06:09Z""",IopIgnition:true,Latitude:-5.062138557434082,Longitude:-81.065811157226563,Altitude:95.0999984741211,ExternalPowerVoltage:27.55,Rpm:-999,Speed:6.0,SatelliteNumber:11,Azimuth:283,BatteryLevel:98}]
8,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29739,Mileage:8073903,"Date:""2025-12-16T00:06:19Z""",IopIgnition:true,Latitude:-5.0620155334472656,Longitude:-81.0659408569336,Altitude:92.0,ExternalPowerVoltage:27.4,Rpm:-999,Speed:10.0,SatelliteNumber:12,Azimuth:337,BatteryLevel:98}]
9,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29740,Mileage:8073915,"Date:""2025-12-16T00:06:23Z""",IopIgnition:true,Latitude:-5.0619077682495117,Longitude:-81.065933227539063,Altitude:92.699996948242188,ExternalPowerVoltage:27.47,Rpm:-999,Speed:8.0,SatelliteNumber:16,Azimuth:35,BatteryLevel:98}]
10,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29741,Mileage:8073931,"Date:""2025-12-16T00:06:30Z""",IopIgnition:true,Latitude:-5.06179141998291,Longitude:-81.065872192382813,Altitude:93.5999984741211,ExternalPowerVoltage:27.47,Rpm:-999,Speed:11.0,SatelliteNumber:17,Azimuth:109,BatteryLevel:98}]
11,"[{""Protocol"":""0x2525""","MessageType:""LocationAlarmMessage""",ProtocolHeadType:20,"Imei:""869487064453904""",SerialNo:2735,Mileage:8073941,"Date:""2025-12-16T00:07:08Z""",IopIgnition:false,Latitude:-5.0618071556091309,Longitude:-81.065780639648438,Altitude:93.9000015258789,ExternalPowerVoltage:27.61,Rpm:-999,Speed:0.0,SatelliteNumber:14,Azimuth:108,OriginalAlarmCode:23}]
12,"[{""Protocol"":""0x2525""","MessageType:""LocationAlarmMessage""",ProtocolHeadType:20,"Imei:""869487064453904""",SerialNo:2736,Mileage:8073941,"Date:""2025-12-16T00:11:01Z""",IopIgnition:true,Latitude:-5.0618071556091309,Longitude:-81.065780639648438,Altitude:93.9000015258789,ExternalPowerVoltage:25.46,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:108,OriginalAlarmCode:22}]
13,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29742,Mileage:8074026,"Date:""2025-12-16T00:12:01Z""",IopIgnition:true,Latitude:-5.0619316101074219,Longitude:-81.065025329589844,Altitude:86.5,ExternalPowerVoltage:27.45,Rpm:-999,Speed:9.0,SatelliteNumber:14,Azimuth:105,BatteryLevel:98}]
14,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29743,Mileage:8074171,"Date:""2025-12-16T00:13:02Z""",IopIgnition:true,Latitude:-5.0623159408569336,Longitude:-81.06378173828125,Altitude:95.0999984741211,ExternalPowerVoltage:27.49,Rpm:-999,Speed:8.0,SatelliteNumber:14,Azimuth:108,BatteryLevel:98}]
15,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064453904""",SerialNo:29744,Mileage:8074196,"Date:""2025-12-16T00:13:11Z""",IopIgnition:true,Latitude:-5.0623130798339844,Longitude:-81.063568115234375,Altitude:94.4000015258789,ExternalPowerVoltage:27.4,Rpm:-999,Speed:10.0,SatelliteNumber:14,Azimuth:58,BatteryLevel:98}]
