Message;;;;;;;;;;;;;;;;;;;;;
11000001;5;4764412618;1;1;1;10;592;1756689296;-120.499.715;-771.392.528;316;0;1010000;11110000;OFF;1101000;5;7;0;31;0x01687E2E00003036000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;593;1756703696;-120.499.666;-771.392.221;316;0;11010000;11110000;OFF;1101000;5;7;0;31;0x01687E2E00003018000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;594;1756718096;-120.499.556;-77.139.242;228;0;10110000;11110000;OFF;1101000;5;7;0;31;0x01687E2E00002FF9000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;595;1756722428;-120.499.625;-771.392.508;228;0;1110000;11110000;ON;1101000;1;7;0;31;0x01687E2E00002E31000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;596;1756722607;-120.499.388;-771.392.251;228;0;10110000;11110000;ON;1101000;4;7;0;31;0x01687E2E000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;597;1756722727;-12.049.948;-771.392.241;228;0;10110000;11110000;ON;1101000;45;7;0;31;0x01687E2E000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;597;1756722727;-12.049.948;-771.392.241;228;0;10110000;11110000;ON;1101000;45;7;0;31;0x01687E2E000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;597;1756722727;-12.049.948;-771.392.241;228;0;10110000;11110000;ON;1101000;45;7;0;31;0x01687E2E000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;598;1756723126;-120.499.925;-771.395.411;33;0;10110000;11110000;OFF;1101000;2;7;0;31;0x01687E4E0000345E000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;599;1756723725;-120.499.606;-771.394.845;33;0;1110000;11110000;OFF;1101000;5;7;0;31;0x01687E4E00003184000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;600;1756728819;-120.500.436;-771.395.551;33;0;1110000;11110000;ON;1101000;1;7;0;31;0x01687E4E00002F80000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;601;1756728872;-12.049.242;-771.387.883;58;38;10110000;11110000;ON;1101000;8;7;0;31;0x01687EDC000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;601;1756728872;-12.049.242;-771.387.883;58;38;10110000;11110000;ON;1101000;8;7;0;31;0x01687EDC000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;601;1756728872;-12.049.242;-771.387.883;58;38;10110000;11110000;ON;1101000;8;7;0;31;0x01687EDC000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;602;1756728899;-12.048.342;-771.365.421;105;19;11110000;11110000;ON;1101100;3;7;0;31;0x01687FE900003738000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;603;1756728921;-120.491.206;-771.355.916;53;18;11110000;11110000;ON;1101100;3;7;0;31;0x0168807600003738000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;604;1756728960;-120.482.036;-77.134.844;60;1;1110000;11110000;ON;1101100;9;7;0;31;0x016880F600003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;604;1756728960;-120.482.036;-77.134.844;60;1;1110000;11110000;ON;1101100;9;7;0;31;0x016880F600003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;604;1756728960;-120.482.036;-77.134.844;60;1;1110000;11110000;ON;1101100;9;7;0;31;0x016880F600003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;605;1756729038;-120.464.016;-771.352.158;347;43;110000;11110000;ON;1101100;8;7;0;31;0x016881B8000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;605;1756729038;-120.464.016;-771.352.158;347;43;110000;11110000;ON;1101100;8;7;0;31;0x016881B8000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;605;1756729038;-120.464.016;-771.352.158;347;43;110000;11110000;ON;1101100;8;7;0;31;0x016881B8000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;606;1756729075;-120.441.428;-771.357.253;297;14;11110000;11110000;ON;1101100;3;7;0;31;0x016882BD000036DC000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;607;1756729077;-120.441.511;-771.357.883;249;14;11110000;11110000;ON;1101100;3;7;0;31;0x016882C5000036FB000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;608;1756729141;-12.044.621;-771.379.415;253;0;10110000;11110000;ON;1101000;9;7;0;31;0x016883B400003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;608;1756729141;-12.044.621;-771.379.415;253;0;10110000;11110000;ON;1101000;9;7;0;31;0x016883B400003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;608;1756729141;-12.044.621;-771.379.415;253;0;10110000;11110000;ON;1101000;9;7;0;31;0x016883B400003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;609;1756729225;-120.444.753;-771.371.156;76;15;110000;11110000;ON;1101100;8;7;0;31;0x0168841400003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;610;1756729283;-120.442.886;-771.357.471;157;9;1110000;11110000;ON;1101100;3;7;0;31;0x016884B100003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;611;1756729402;-120.498.321;-771.345.275;168;36;1010000;11110000;ON;1101100;3;7;0;31;0x0168871700003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;611;1756729402;-120.498.321;-771.345.275;168;36;1010000;11110000;ON;1101100;3;7;0;31;0x0168871700003719000000009E397D017900001F|
11000001;5;4764412618;1;1;1;10;611;1756729402;-120.498.321;-771.345.275;168;36;1010000;11110000;ON;1101100;3;7;0;31;0x0168871700003719000000009E397D017900001F|
