"Row Id","Sequence #","Account Id","Server Time","Unit Time","Latitude","Longitude","Driver Name","Event Name","Raw Event","GPS Speed","ECU Speed","Address","Landmark ID","Satellites","Distance","HDOP","VDOP","RSSI","Engine Hours","Engine Hours + Off","ECU Engine Hours","ECU Engine Hours + Off","Engine Odometer","Engine Odometer + Off","ECU Engine Odometer","ECU Engine Odometer + Off","Battery Level","Raw Data"
"175924151644",,31329,"2025/09/30 09:11:56","2025/09/30 09:11:27",-12.0297775268555,-77.1189804077148,,"Ignition Off","02",,,"XV9M+MJH, Callao 07031, Peru",,,"0","",,"",13.21,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""intUnitID"":1111467,""unitType"":""TOPFLY"",""latitude"":""-12.0297775268555"",""longitude"":""-77.1189804077148"",""heading"":164,""unitTime"":""1759241487000"",""historyID"":20148648945,""eventCode"":""02"",""ignitionStatus"":""off"",""speed"":0,""satelliteCount"":17,""engineOdometer"":178.4635944,""licensePlate"":""SAA-PM03"",""tempSensor"":-999,""busData"":{}}"
"175924148513",,31329,"2025/09/30 09:11:25","2025/09/30 09:10:48",-12.0293912887573,-77.1185455322266,,"Travel Start","TravelStart",6,,"Vía Sin Nombre, Callao 07031, Peru",,,"0","",,"",13.2,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""intUnitID"":1111467,""unitType"":""TOPFLY"",""latitude"":""-12.0293912887573"",""longitude"":""-77.1185455322266"",""heading"":242,""unitTime"":""1759241448000"",""historyID"":20148645321,""eventCode"":""03"",""ignitionStatus"":""on"",""speed"":6,""satelliteCount"":13,""engineOdometer"":178.4169894,""licensePlate"":""SAA-PM03"",""tempSensor"":-999,""busData"":{}}"
"175924143050",,31329,"2025/09/30 09:10:31","2025/09/30 09:10:00",-12.0293893814087,-77.1183471679688,,"Ignition On","01",,,"Vía Sin Nombre, Callao 07031, Peru",,,"0","",,"",13.18,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""intUnitID"":1111467,""unitType"":""TOPFLY"",""latitude"":""-12.0293893814087"",""longitude"":""-77.1183471679688"",""heading"":344,""unitTime"":""1759241400000"",""historyID"":20148640606,""eventCode"":""01"",""ignitionStatus"":""on"",""speed"":0,""satelliteCount"":14,""engineOdometer"":178.3896478,""licensePlate"":""SAA-PM03"",""tempSensor"":-999,""busData"":{}}"
"175924142977",,31329,"2025/09/30 09:10:30","2025/09/30 09:09:58",-12.0293893814087,-77.1183471679688,,"Ignition Off","02",,,"Vía Sin Nombre, Callao 07031, Peru",,,"0","",,"",13.18,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0293893814087"",""longitude"":""-77.1183471679688"",""heading"":344,""unitTime"":""1759241398000"",""eventCode"":""02"",""ignitionStatus"":""off"",""speed"":0,""satelliteCount"":14,""engineOdometer"":178.3896478,""busData"":{}}"
"175924139472",,31329,"2025/09/30 09:09:55","2025/09/30 09:09:25",-12.0293893814087,-77.1183471679688,,"Ignition On","01",,,"Vía Sin Nombre, Callao 07031, Peru",,,"0","",,"",13.17,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0293893814087"",""longitude"":""-77.1183471679688"",""heading"":344,""unitTime"":""1759241365000"",""eventCode"":""01"",""ignitionStatus"":""on"",""speed"":0,""satelliteCount"":13,""engineOdometer"":178.3896478,""busData"":{}}"
"175924141186",,31329,"2025/09/30 09:10:12","2025/09/30 09:09:17",-12.0293893814087,-77.1183471679688,,"Ignition Off","02",,,"Vía Sin Nombre, Callao 07031, Peru",,,"0","",,"",13.18,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0293893814087"",""longitude"":""-77.1183471679688"",""heading"":344,""unitTime"":""1759241357000"",""eventCode"":""02"",""ignitionStatus"":""off"",""speed"":0,""satelliteCount"":15,""engineOdometer"":178.3896478,""busData"":{}}"
"175924136901",,31329,"2025/09/30 09:09:29","2025/09/30 09:09:08",-12.0293893814087,-77.1183471679688,,"Ignition On","01",,,"Vía Sin Nombre, Callao 07031, Peru",,,"0","",,"",13.17,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0293893814087"",""longitude"":""-77.1183471679688"",""heading"":344,""unitTime"":""1759241348000"",""eventCode"":""01"",""ignitionStatus"":""on"",""speed"":0,""satelliteCount"":16,""engineOdometer"":178.3896478,""busData"":{}}"
"175923464288",,31329,"2025/09/30 07:17:23","2025/09/30 07:17:05",-12.0293893814087,-77.1183471679688,,"Ignition Off","02",,,"Vía Sin Nombre, Callao 07031, Peru",,,"0","",,"",13.17,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0293893814087"",""longitude"":""-77.1183471679688"",""heading"":344,""unitTime"":""1759234625000"",""eventCode"":""02"",""ignitionStatus"":""off"",""speed"":0,""satelliteCount"":16,""engineOdometer"":178.3896478,""busData"":{}}"
"175923457214",,31329,"2025/09/30 07:16:12","2025/09/30 07:15:39",-12.0297889709473,-77.1191482543945,,"Ignition On","01",,,"XV9M+MJH, Callao 07031, Peru",,,"0","",,"",13.15,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0297889709473"",""longitude"":""-77.1191482543945"",""heading"":72,""unitTime"":""1759234539000"",""eventCode"":""01"",""ignitionStatus"":""on"",""speed"":0,""satelliteCount"":14,""engineOdometer"":178.3275078,""busData"":{}}"
"175923457184",,31329,"2025/09/30 07:16:12","2025/09/30 07:15:38",-12.0297889709473,-77.1191482543945,,"Ignition Off","02",,,"XV9M+MJH, Callao 07031, Peru",,,"0","",,"",13.15,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0297889709473"",""longitude"":""-77.1191482543945"",""heading"":72,""unitTime"":""1759234538000"",""eventCode"":""02"",""ignitionStatus"":""off"",""speed"":0,""satelliteCount"":14,""engineOdometer"":178.3275078,""busData"":{}}"
"175923448532",,31329,"2025/09/30 07:14:45","2025/09/30 07:14:14",-12.0297889709473,-77.1191482543945,,"Ignition On","01",,,"XV9M+MJH, Callao 07031, Peru",,,"0","",,"",13.13,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0297889709473"",""longitude"":""-77.1191482543945"",""heading"":72,""unitTime"":""1759234454000"",""eventCode"":""01"",""ignitionStatus"":""on"",""speed"":0,""satelliteCount"":14,""engineOdometer"":178.3275078,""busData"":{}}"
"175923448367",,31329,"2025/09/30 07:14:44","2025/09/30 07:14:07",-12.0297889709473,-77.1191482543945,,"Ignition Off","02",,,"XV9M+MJH, Callao 07031, Peru",,,"0","",,"",13.13,"","","",169.45,"","","","","{""unitId"":""869487064445702"",""unitType"":""TOPFLY"",""latitude"":""-12.0297889709473"",""longitude"":""-77.1191482543945"",""heading"":72,""unitTime"":""1759234447000"",""eventCode"":""02"",""ignitionStatus"":""off"",""speed"":0,""satelliteCount"":15,""engineOdometer"":178.3275078,""busData"":{}}"
