ID,Name,Identifier,Model,User ESN Mobile Id,EOL,Enabled Services,Asset,Account,Status,Last Event Time,JPOD Firmware,JPOD Config,BLE3 Firmware,BSP Modem Firmware,Cell Radio Firmware,EdgeApp Version / Hosted App Version,User Defined Mobile ID,VBUS Mode,Pending Firmware,Pending Script,Pending JPOD FW,Pending JPOD Config,Pending EdgeApp/ Hosted App,VBU3 Firmware,ICCID,Configuration,Activation Date,Air ID,Android OS Version,App ID,Architecture,Associated LMU,Associated MDT,Carrier Status,Category,Config Status,Created On,ESN,Firmware Status,Firmware Version,First ID Report Time,Groups,ICN Enabled,ID Report Time,IMEI,IMEI2,IMSI,iOn Tag,IP Address,ISDN,Kernel Version,Last AVL Time,Last Modified On,MDN,MEID,PEG Behavior,Script Identifier,Serial Number,Ship Date,VBUS Status,Vehicle Profile,VIN (ID Report),
"9578629","Device_4764434679","4764434679","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571017025014407623'","LMU2630_NoPEGBehavior","2024-12-20, 02:21 PM","U-R9RN-LBT1","","47","BIT_32","","","","LMU","","2024-12-20, 02:21 PM","4764434679","","85f","2025-05-23, 02:44 PM","","false","2025-07-28, 08:03 AM","354514101594176","","732101724440760","No","","","","","2025-05-23, 02:47 PM","","","","55.161","","2024-12-20, 02:15 PM","","","",
"2830365","","4634529742","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015020095296112'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-68ME-R6TU","","44","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4634529742","","81a","2020-01-24, 07:31 AM","","false","2025-07-28, 06:01 AM","351628098670741","","732101539526141","No","","","","","2024-12-06, 08:23 AM","","","","55.161","","","ON","","",
"2830376","","4764341151","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015021122229639'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-JD46-X6VE","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764341151","","81a","2020-03-15, 08:30 AM","","false","2025-07-28, 06:31 AM","359369091340717","","732101554193745","No","","","","","2024-12-06, 08:23 AM","","","","55.161","","","ON","","",
"2830379","","4764347444","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015021122229373'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-9LQQ-W4WJ","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764347444","","81a","2020-03-13, 12:52 PM","","false","2025-07-28, 12:21 PM","358077091143517","","732101554193719","No","","","","","2024-11-18, 10:49 AM","","","","55.161","","","ON","","",
"2830521","","4764415443","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016023121577173'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-9TP4-3CNP","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764415443","","85f","2022-10-14, 02:32 PM","","false","2025-07-28, 01:18 PM","352556101994338","","732101646339740","No","","","","","2024-12-06, 08:24 AM","","","","55.161","","","ON","","",
"2830524","","4634379951","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015022066504425'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-QBUK-H6HR","","44","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4634379951","","71a","2019-12-03, 12:58 PM","","false","2025-07-28, 01:35 PM","351628093090242","","732101560614315","No","","","","","2024-12-06, 08:24 AM","","","","55.161","","","ON","","",
"2830562","","4764343109","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015021125252315'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-FPYG-CFX6","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764343109","","81a","2020-02-12, 08:15 PM","","false","2025-07-27, 04:14 PM","359369091279477","","732101554496013","No","","","","","2024-12-06, 08:24 AM","","","","55.161","","","ON","","",
"2830580","","4764343081","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015021125251549'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-X6UW-5BEM","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764343081","","81a","2020-02-10, 04:22 PM","","false","2025-07-27, 06:14 PM","358077091131942","","732101554495936","No","","","","","2024-12-06, 08:24 AM","","","","55.61","","","ON","","",
"2830763","","4764415484","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016023121577165'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-5WRQ-NPMG","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764415484","","85f","2022-10-14, 02:36 PM","","false","2025-07-28, 12:32 PM","352556102033664","","732101646339739","No","","","","","2024-12-06, 08:24 AM","","","","55.161","","","ON","","",
"2830833","","4764347636","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015021122229555'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-2GAJ-4QFU","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764347636","","81a","2020-03-12, 01:38 AM","","false","2025-07-28, 01:24 PM","358077092214630","","732101554193737","No","","","","","2024-12-06, 08:24 AM","","","","55.161","","","ON","","",
"2830857","","4764343141","LMU2630","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015021125251481'","LMU2630_NoPEGBehavior","2023-06-12, 11:34 AM","U-XQ3W-YYQR","","47","BIT_32","","","","LMU","","2023-06-12, 11:34 AM","4764343141","","81a","2020-02-12, 07:15 AM","","false","2025-07-27, 06:05 PM","359369091278750","","732101554495930","No","","","","","2024-12-06, 08:24 AM","","","","55.161","","","ON","","",
"3053148","","1363190518","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112215348648'","LMU330 - Null PEGBehavior","2023-06-19, 11:56 AM","U-CT7M-5MUG","","17","BIT_8","","","","LMU","","2023-06-19, 11:56 AM","1363190518","","29b","2022-11-18, 05:27 PM","","false","2025-07-27, 04:43 PM","352556102797540","","732123300088918","No","","","","","2024-12-06, 03:43 PM","","","","7.173","","","ON","","",
