,Model,Firmware Version,Configuration,Script Identifier,IMEI,Short Name,Odometer troubles
0,LMU330,29d,LMU330 - Null PEGBehavior,7.163,354514101466847,BDW-715 CHINALCO,No
1,LMU330,29d,LMU330 - Null PEGBehavior,7.163,352556102044018,
2,LMU330,29f,LMU330 - Null PEGBehavior,7.164,359369091071452,WOM407,No
3,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102918856,WOM410,No
4,LMU330,29d,LMU330 - Null PEGBehavior,7.173,352556102745671,
5,LMU330,29b,LMU330 - Null PEGBehavior,7.63,359369091140661,VOV281,No
6,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090573144
7,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091023503
8,LMU330,29b,LMU330 - Null PEGBehavior,7.173,354514101476093
9,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090063765
10,LMU330,29b,LMU330 - Null PEGBehavior,7.173,354514101454652
11,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102950370
12,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102051419
13,LMU330,29b,LMU330 - Null PEGBehavior,7.72,359369090075629,WFS057,Si
14,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077092190475
15,LMU330,29b,LMU330 - Null PEGBehavior,7.72,352556102808172,PZF457,Sin reportes activos
16,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091069910
17,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091146619
18,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091196820
19,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102056228
20,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102002644
21,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102899395
22,LMU330,29d,LMU330 - Null PEGBehavior,7.163,352556102091886
23,LMU330,29b,LMU330 - Null PEGBehavior,7.163,354514101455006
24,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102748808
25,LMU330,29b,LMU330 - Null PEGBehavior,7.173,358077091609905
26,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090551496
27,LMU330,29b,LMU330 - Null PEGBehavior,7.72,358077091650081,WOM072,Si
28,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077093499925
29,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102951303
30,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102909939
31,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102084642
32,LMU2630,85f,LMU2630_NoPEGBehavior,55.161,354514101225425
33,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102810061
34,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102750382
35,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102056897
36,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102813479
37,LMU330,29b,LMU330 - Null PEGBehavior,7.173,354514101462101
38,LMU330,29b,LMU330 - Null PEGBehavior,7.173,359369091087219
39,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102757825
40,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090537701
41,LMU330,29d,LMU330 - Null PEGBehavior,7.173,352556102777393
42,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102084022
43,LMU330,29d,LMU330 - Null PEGBehavior,7.163,352556102752792
44,LMU330,29d,LMU330 - Null PEGBehavior,7.173,352556102796773
45,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077092135199
46,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102764565
47,LMU330,29d,LMU330 - Null PEGBehavior,7.173,352556102949265
48,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091110870
49,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090328192
50,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090545316
51,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090042397
52,LMU330,29b,LMU330 - Null PEGBehavior,7.162,351628096195162
53,LMU330,29b,LMU330 - Null PEGBehavior,7.173,359369091104691
54,LMU2630,85f,LMU2630_NoPEGBehavior,55.169,354514101188243
55,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077092188925
56,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090625530
57,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090344181
58,LMU2630,86c,LMU2630_NoPEGBehavior,55.161,865640068185278
59,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102742819
60,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091064440
61,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077092148671
62,LMU330,29b,LMU330 - Null PEGBehavior,7.138,359369091365847
63,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091109278
64,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102804650
65,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102054645
66,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102748550
67,LMU330,29b,LMU330 - Null PEGBehavior,7.72,359369090616414,AZNB12558,
68,LMU330,29b,LMU330 - Null PEGBehavior,7.138,359369090154960
69,LMU330,29b,LMU330 - Null PEGBehavior,7.173,359369090038759
70,LMU330,29f,LMU330 - Null PEGBehavior,7.173,352556102765786
71,LMU330,29b,LMU330 - Null PEGBehavior,7.173,354514101460865
72,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102805475
73,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077092155726
74,LMU330,29b,LMU330 - Null PEGBehavior,255.161,352556102797672
75,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102936619
76,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090552759
77,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091106407
78,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102102139
79,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090348513
80,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091087847
81,LMU330,29b,LMU330 - Null PEGBehavior,7.63,359369091064820
82,LMU330,29d,LMU330 - Null PEGBehavior,7.173,352556102770711
83,LMU330,29d,LMU330 - Null PEGBehavior,7.163,352556102039166
84,LMU330,29d,LMU330 - Null PEGBehavior,7.163,352556102014193
85,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090383833
86,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102801102
87,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090372778
88,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369091169041
89,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102808602
90,LMU330,29b,LMU330 - Null PEGBehavior,7.163,352556102002594
91,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077091710117
92,LMU330,29b,LMU330 - Null PEGBehavior,7.163,359369090541398
93,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102085813
94,LMU330,29b,LMU330 - Null PEGBehavior,7.173,354514101467027
95,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077091712964
96,LMU330,29b,LMU330 - Null PEGBehavior,7.163,358077091608659
97,LMU2630,85f,LMU2630_NoPEGBehavior,55.161,357041065247911
98,LMU330,29b,LMU330 - Null PEGBehavior,7.173,359369091072161
99,LMU330,29b,LMU330 - Null PEGBehavior,7.173,352556102748691
