ID,Name,Identifier,Model,User ESN Mobile Id,EOL,Enabled Services,Asset,Account,Status,Last Event Time,JPOD Firmware,JPOD Config,BLE3 Firmware,BSP Modem Firmware,Cell Radio Firmware,EdgeApp Version / Hosted App Version,User Defined Mobile ID,VBUS Mode,Pending Firmware,Pending Script,Pending JPOD FW,Pending JPOD Config,Pending EdgeApp/ Hosted App,VBU3 Firmware,ICCID,Configuration,Activation Date,Air ID,Android OS Version,App ID,Architecture,Associated LMU,Associated MDT,Carrier Status,Category,Config Status,Created On,ESN,Firmware Status,Firmware Version,First ID Report Time,Groups,ICN Enabled,ID Report Time,IMEI,IMEI2,IMSI,iOn Tag,IP Address,ISDN,Kernel Version,Last AVL Time,Last Modified On,MDN,MEID,PEG Behavior,Script Identifier,Serial Number,Ship Date,VBUS Status,Vehicle Profile,VIN (ID Report),
"2829471","","1363145526","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112009139831'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-97TD-FET9","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363145526","","29b","2021-01-20, 10:32 AM","","false","2025-06-26, 10:45 AM","358077092414644","","732123652514460","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2829956","","1363115968","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016021086998814'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-7GL4-E2PZ","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363115968","","29b","2022-02-09, 09:49 PM","","false","2025-06-26, 08:01 AM","359369090616414","","732101619690259","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2829959","","1363187479","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112215340835'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-ETQT-8H3T","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363187479","","29f","2022-11-24, 04:42 PM","","false","2025-06-26, 06:46 AM","352556102769622","","732123300110997","No","","","","","2025-04-15, 02:50 PM","","","","7.72","","","ON","","",
"2829961","","1363109403","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015020113167956'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-X16T-3ZEY","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363109403","","29d","2020-03-27, 05:44 PM","","false","2025-06-26, 03:11 PM","359369090338803","","732101541313325","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2829964","","1363106071","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571011010039920988'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-FGP8-TMT8","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363106071","","29b","2020-06-24, 05:46 PM","","false","2025-06-26, 09:12 AM","358077091650081","","732101140000535","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2829965","","1363113734","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016020010114902'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-PE7U-KXRU","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363113734","","29b","2021-01-19, 08:32 AM","","false","2025-06-25, 09:02 PM","359369090075629","","732101600011490","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2829969","","1363116710","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015025019070923'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-V3LB-UCMF","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363116710","","29b","2022-06-21, 02:31 PM","","false","2025-06-26, 09:35 AM","359369090563624","","732101591848102","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2829971","","1363187485","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015025019104409'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-U3ZG-EQQ1","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363187485","","29b","2022-11-28, 05:26 PM","","false","2025-06-26, 12:08 PM","352556102759268","","732101591851450","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2829976","","1363189764","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112214854323'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-EV85-ZWTG","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363189764","","29b","2022-12-13, 04:34 PM","","false","2025-06-25, 08:50 PM","352556102808172","","732123300006631","No","","","","","2024-12-06, 08:23 AM","","","","7.72","","","ON","","",
"2829979","","1363177013","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016021106061155'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-MNDN-8U09","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363177013","","29b","2022-05-18, 03:57 PM","","false","2025-06-25, 01:11 AM","358077093474720","","732101621596493","No","","","","","2024-12-06, 08:23 AM","","","","7.163","","","ON","","",
