ID,Name,Identifier,Model,User ESN Mobile Id,EOL,Enabled Services,Asset,Account,Status,Last Event Time,JPOD Firmware,JPOD Config,BLE3 Firmware,BSP Modem Firmware,Cell Radio Firmware,EdgeApp Version / Hosted App Version,User Defined Mobile ID,VBUS Mode,Pending Firmware,Pending Script,Pending JPOD FW,Pending JPOD Config,Pending EdgeApp/ Hosted App,VBU3 Firmware,ICCID,Configuration,Activation Date,Air ID,Android OS Version,App ID,Architecture,Associated LMU,Associated MDT,Carrier Status,Category,Config Status,Created On,ESN,Firmware Status,Firmware Version,First ID Report Time,Groups,ICN Enabled,ID Report Time,IMEI,IMEI2,IMSI,iOn Tag,IP Address,ISDN,Kernel Version,Last AVL Time,Last Modified On,MDN,MEID,PEG Behavior,Script Identifier,Serial Number,Ship Date,VBUS Status,Vehicle Profile,VIN (ID Report),
"4110383","","1363185611","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8951101630733492985'","LMU330 - Null PEGBehavior","2023-07-12, 01:17 PM","U-1BVW-CLD1","","17","BIT_8","","","","LMU","","2023-07-12, 01:17 PM","1363185611","","29d","2023-05-04, 12:19 PM","","false","2025-02-15, 11:12 AM","354514101466847","","716101673349298","No","","","","","2024-12-08, 03:17 AM","","","","7.163","","","ON","","",
"4223957","","1363186267","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8951101630733492480'","LMU330 - Null PEGBehavior","2023-07-17, 05:27 PM","U-KHM5-5P9D","","17","BIT_8","","","","LMU","","2023-07-17, 05:27 PM","1363186267","","29d","2023-12-19, 07:03 AM","","false","2025-05-29, 06:14 PM","352556102044018","","716101673349248","No","","","","","2024-12-08, 07:11 AM","","","","7.163","","","ON","","",
"3052831","","1363118502","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016021090725542'","LMU330 - Null PEGBehavior","2023-06-19, 11:56 AM","U-YUCB-XBMH","","17","BIT_8","","","","LMU","","2023-06-19, 11:56 AM","1363118502","","29f","2022-03-24, 09:24 AM","","false","2025-06-06, 03:14 PM","359369091071452","","732101620062932","No","","","","","2025-05-14, 01:04 PM","","","","7.164","","","ON","","",
"2830255","","1363189786","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112102787114'","LMU330 - Null PEGBehavior","2023-06-12, 11:18 AM","U-55FC-X6CJ","","17","BIT_8","","","","LMU","","2023-06-12, 11:18 AM","1363189786","","29b","2022-12-15, 08:24 AM","","false","2025-06-24, 09:54 PM","352556102918856","","732123659086284","No","","","","","2024-12-06, 08:23 AM","","","","7.173","","","ON","","",
"4224033","","1363188733","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8951101632630671588'","LMU330 - Null PEGBehavior","2023-07-17, 05:27 PM","U-A5Y7-98YB","","17","BIT_8","","","","LMU","","2023-07-17, 05:27 PM","1363188733","","29d","2023-10-23, 07:35 PM","","false","2025-06-25, 12:36 AM","352556102745671","","716101663067158","No","","","","","2024-12-08, 07:11 AM","","","","7.173","","","ON","","",
"4111630","","1363118613","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016023121581258'","LMU330 - Null PEGBehavior","2023-07-12, 01:20 PM","U-U42F-PW2N","","17","BIT_8","","","","LMU","","2023-07-12, 01:20 PM","1363118613","","29b","2022-02-09, 05:08 PM","","false","2025-06-25, 01:44 PM","359369091140661","","732101646340148","No","","","","","2024-12-08, 03:20 AM","","","","7.63","","","ON","","",
"3052740","","1363109373","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015023088970123'","LMU330 - Null PEGBehavior","2023-06-19, 11:55 AM","U-UL0P-VL0G","","17","BIT_8","","","","LMU","","2023-06-19, 11:55 AM","1363109373","","29b","2020-06-05, 11:51 AM","","false","2025-06-25, 01:33 PM","359369090573144","","732101574838024","No","","","","","2024-12-06, 03:42 PM","","","","7.163","","","ON","","",
"4111326","","1363118324","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016021090720519'","LMU330 - Null PEGBehavior","2023-07-12, 01:19 PM","U-73E6-Y88H","","17","BIT_8","","","","LMU","","2023-07-12, 01:19 PM","1363118324","","29b","2022-04-28, 12:01 PM","","false","2025-06-25, 01:02 PM","359369091023503","","732101620062429","No","","","","","2024-12-08, 03:19 AM","","","","7.163","","","ON","","",
"3053656","","1363186247","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016023037452321'","LMU330 - Null PEGBehavior","2023-06-19, 11:57 AM","U-5Q47-RHNC","","17","BIT_8","","","","LMU","","2023-06-19, 11:57 AM","1363186247","","29b","2023-01-23, 08:17 AM","","false","2025-06-25, 12:26 PM","354514101476093","","732101637927255","No","","","","","2024-12-06, 03:44 PM","","","","7.173","","","ON","","",
"2830151","","1363113606","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016020010114548'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-F7HU-FE7W","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363113606","","29b","2021-01-02, 06:11 AM","","false","2025-06-25, 12:46 PM","359369090063765","","732101600011454","No","","","","","2024-12-06, 08:23 AM","","","","7.163","","","ON","","",
"2830049","","1363185833","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112215161652'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-J5KV-FAUX","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363185833","","29b","2023-01-30, 03:43 PM","","false","2025-06-25, 11:59 AM","354514101454652","","732123300087285","No","","","","","2024-12-06, 08:23 AM","","","","7.173","","","ON","","",
"4109891","","1363188855","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112215167907'","LMU330 - Null PEGBehavior","2023-07-12, 01:16 PM","U-KLGJ-HD3Y","","17","BIT_8","","","","LMU","","2023-07-12, 01:16 PM","1363188855","","29b","2023-05-17, 08:47 AM","","false","2025-06-25, 06:49 PM","352556102950370","","732123300088483","No","","","","","2024-12-08, 03:16 AM","","","","7.163","","","ON","","",
"3053582","","1363185044","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8951101639419944326'","LMU330 - Null PEGBehavior","2023-06-19, 11:57 AM","U-3T8W-MYG6","","17","BIT_8","","","","LMU","","2023-06-19, 11:57 AM","1363185044","","29b","2023-04-27, 05:09 PM","","false","2025-06-25, 07:09 PM","352556102051419","","716101641994432","No","","","","","2024-12-06, 03:44 PM","","","","7.163","","","ON","","",
"2829965","","1363113734","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016020010114902'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-PE7U-KXRU","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363113734","","29b","2021-01-19, 08:32 AM","","false","2025-06-25, 09:02 PM","359369090075629","","732101600011490","No","","","","","2024-12-06, 08:22 AM","","","","7.72","","","ON","","",
"2830112","","1363145056","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015025019066467'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-JZP7-2JJ2","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363145056","","29b","2021-01-28, 11:48 AM","","false","2025-06-25, 09:26 PM","358077092190475","","732101591847656","No","","","","","2024-12-06, 08:23 AM","","","","7.163","","","ON","","",
"2829976","","1363189764","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112214854323'","LMU330 - Null PEGBehavior","2023-06-12, 11:17 AM","U-EV85-ZWTG","","17","BIT_8","","","","LMU","","2023-06-12, 11:17 AM","1363189764","","29b","2022-12-13, 04:34 PM","","false","2025-06-25, 08:50 PM","352556102808172","","732123300006631","No","","","","","2024-12-06, 08:23 AM","","","","7.72","","","ON","","",
"3052589","","1363118745","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016021090724438'","LMU330 - Null PEGBehavior","2023-06-19, 11:55 AM","U-TDM0-8B3U","","17","BIT_8","","","","LMU","","2023-06-19, 11:55 AM","1363118745","","29b","2022-04-04, 09:36 AM","","false","2025-06-26, 01:59 AM","359369091069910","","732101620062821","No","","","","","2024-12-06, 03:42 PM","","","","7.163","","","ON","","",
"3053083","","1363118139","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016020105249415'","LMU330 - Null PEGBehavior","2023-06-19, 11:56 AM","U-JBH3-1UUF","","17","BIT_8","","","","LMU","","2023-06-19, 11:56 AM","1363118139","","29b","2022-01-28, 12:31 PM","","false","2025-06-26, 03:18 AM","359369091146619","","732101609524941","No","","","","","2024-12-06, 03:43 PM","","","","7.163","","","ON","","",
"3052448","","1363118084","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571016021086999739'","LMU330 - Null PEGBehavior","2023-06-19, 11:55 AM","U-K1GD-9Q5P","","17","BIT_8","","","","LMU","","2023-06-19, 11:55 AM","1363118084","","29b","2022-03-29, 04:59 PM","","false","2025-06-26, 01:31 AM","359369091196820","","732101619690351","No","","","","","2024-12-06, 03:41 PM","","","","7.163","","","ON","","",
"3053401","","1363186088","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8957123112115871988'","LMU330 - Null PEGBehavior","2023-06-19, 11:57 AM","U-CXQM-F82N","","17","BIT_8","","","","LMU","","2023-06-19, 11:57 AM","1363186088","","29b","2023-01-04, 03:14 PM","","false","2025-06-26, 05:03 AM","352556102056228","","732123665424398","No","","","","","2024-12-06, 03:43 PM","","","","7.173","","","ON","","",
"3052698","","1363184592","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'8951101632661804165'","LMU330 - Null PEGBehavior","2023-06-19, 11:55 AM","U-FPDZ-NH23","","17","BIT_8","","","","LMU","","2023-06-19, 11:55 AM","1363184592","","29b","2023-04-25, 10:19 AM","","false","2025-06-26, 06:03 AM","352556102002644","","716101666180416","No","","","","","2024-12-06, 03:42 PM","","","","7.163","","","ON","","",
"3053502","","1363188970","LMU330","","No","","","TSO Columbia","Enabled","","","","","","","","","","","","","","","","'89571015023088975320'","LMU330 - Null PEGBehavior","2023-06-19, 11:57 AM","U-PKGF-ZZBY","","17","BIT_8","","","","LMU","","2023-06-19, 11:57 AM","1363188970","","29b","2022-11-02, 03:37 PM","","false","2025-06-26, 07:47 AM","352556102899395","","732101574838544","No","","","","","2024-12-30, 03:05 PM","","","","7.173","","","ON","","",
